,business_product_instance_id,cost,duration,number_of_sms,total_volume,event_type,event_id,date,direction,calling_msisdn,called_msisdn,roaming
3754,24.0,0.0,94,0.0,0.0,call,313,2022-03-14,outcoming,-1,-1,False
3755,24.0,0.0,62,0.0,0.0,call,314,2022-03-25,outcoming,-1,-1,False
3757,24.0,0.0,8,0.0,0.0,call,315,2022-03-10,outcoming,-1,-1,False
3759,24.0,0.0,11,0.0,0.0,call,316,2022-03-10,outcoming,-1,-1,False
3762,24.0,0.0,23,0.0,0.0,call,317,2022-03-29,outcoming,-1,-1,False
3764,24.0,0.0,38,0.0,0.0,call,318,2022-03-20,outcoming,-1,-1,False
3774,24.0,0.0,25,0.0,0.0,call,319,2022-03-11,outcoming,-1,-1,False
3775,24.0,0.0,87,0.0,0.0,call,320,2022-03-24,outcoming,-1,-1,False
3793,24.0,0.0,74,0.0,0.0,call,321,2022-03-25,outcoming,-1,-1,False
3794,24.0,0.0,16,0.0,0.0,call,322,2022-03-17,outcoming,-1,-1,False
3796,24.0,0.0,50,0.0,0.0,call,323,2022-03-11,outcoming,-1,-1,False
3800,24.0,0.0,50,0.0,0.0,call,324,2022-03-20,outcoming,-1,-1,False
3804,24.0,0.0,65,0.0,0.0,call,325,2022-03-06,outcoming,-1,-1,False
3806,24.0,0.0,38,0.0,0.0,call,326,2022-03-26,outcoming,-1,-1,False
3807,24.0,0.0,38,0.0,0.0,call,327,2022-03-09,outcoming,-1,-1,False
3813,24.0,0.0,59,0.0,0.0,call,328,2022-03-10,outcoming,-1,-1,False
3814,24.0,0.0,4,0.0,0.0,call,329,2022-03-22,outcoming,-1,-1,False
3818,24.0,0.0,45,0.0,0.0,call,330,2022-03-19,outcoming,-1,-1,False
3822,24.0,0.0,52,0.0,0.0,call,331,2022-03-02,outcoming,-1,-1,False
3829,24.0,0.0,92,0.0,0.0,call,332,2022-03-19,outcoming,-1,-1,False
3832,24.0,0.0,39,0.0,0.0,call,333,2022-03-04,outcoming,-1,-1,False
4440,24.0,0.0,42,0.0,0.0,call,334,2022-03-29,outcoming,-1,-1,False
4442,24.0,0.0,9,0.0,0.0,call,335,2022-03-29,outcoming,-1,-1,False
4443,24.0,0.0,33,0.0,0.0,call,336,2022-03-27,outcoming,-1,-1,True
4444,24.0,0.0,22,0.0,0.0,call,337,2022-03-02,outcoming,-1,-1,False
4446,24.0,0.0,23,0.0,0.0,call,338,2022-03-01,outcoming,-1,-1,False
4448,24.0,0.0,18,0.0,0.0,call,339,2022-03-18,outcoming,-1,-1,False
4453,24.0,0.0,63,0.0,0.0,call,340,2022-03-20,outcoming,-1,-1,False
4456,24.0,0.0,75,0.0,0.0,call,341,2022-03-16,outcoming,-1,-1,False
4463,24.0,0.0,37,0.0,0.0,call,342,2022-03-29,outcoming,-1,-1,True
4470,24.0,0.0,25,0.0,0.0,call,343,2022-03-18,outcoming,-1,-1,False
4475,24.0,0.0,56,0.0,0.0,call,344,2022-03-19,outcoming,-1,-1,False
4482,24.0,0.0,41,0.0,0.0,call,345,2022-03-15,outcoming,-1,-1,False
4487,24.0,0.0,51,0.0,0.0,call,346,2022-03-25,outcoming,-1,-1,True
4496,24.0,0.0,19,0.0,0.0,call,347,2022-03-19,outcoming,-1,-1,False
4500,24.0,0.0,13,0.0,0.0,call,348,2022-03-22,outcoming,-1,-1,False
4503,24.0,0.0,19,0.0,0.0,call,349,2022-03-10,outcoming,-1,-1,False
4522,24.0,0.0,17,0.0,0.0,call,350,2022-03-18,outcoming,-1,-1,False
4523,24.0,0.0,24,0.0,0.0,call,351,2022-03-03,outcoming,-1,-1,False
4525,24.0,0.0,98,0.0,0.0,call,352,2022-03-07,outcoming,-1,-1,False
4528,24.0,0.0,31,0.0,0.0,call,353,2022-03-07,outcoming,-1,-1,False
4529,24.0,0.0,4,0.0,0.0,call,354,2022-03-19,outcoming,-1,-1,False
4538,24.0,0.0,43,0.0,0.0,call,355,2022-03-30,outcoming,-1,-1,False
4544,24.0,0.0,41,0.0,0.0,call,356,2022-03-12,outcoming,-1,-1,True
4545,24.0,0.0,29,0.0,0.0,call,357,2022-03-24,outcoming,-1,-1,False
4550,24.0,0.0,52,0.0,0.0,call,358,2022-03-05,outcoming,-1,-1,True
4551,24.0,0.0,55,0.0,0.0,call,359,2022-03-23,outcoming,-1,-1,False
4557,24.0,0.0,16,0.0,0.0,call,360,2022-03-22,outcoming,-1,-1,False
4562,24.0,0.0,52,0.0,0.0,call,361,2022-03-30,outcoming,-1,-1,False
4564,24.0,0.0,98,0.0,0.0,call,362,2022-03-30,outcoming,-1,-1,False
4565,24.0,0.0,93,0.0,0.0,call,363,2022-03-30,outcoming,-1,-1,False
4572,24.0,0.0,24,0.0,0.0,call,364,2022-03-13,outcoming,-1,-1,False
4574,24.0,0.0,17,0.0,0.0,call,365,2022-03-08,outcoming,-1,-1,False
4576,24.0,0.0,46,0.0,0.0,call,366,2022-03-05,outcoming,-1,-1,False
4577,24.0,0.0,50,0.0,0.0,call,367,2022-03-18,outcoming,-1,-1,False
4578,24.0,0.0,94,0.0,0.0,call,368,2022-03-19,outcoming,-1,-1,False
4583,24.0,0.0,73,0.0,0.0,call,369,2022-03-29,outcoming,-1,-1,True
4588,24.0,0.0,26,0.0,0.0,call,370,2022-03-22,outcoming,-1,-1,False
4593,24.0,0.0,20,0.0,0.0,call,371,2022-03-11,outcoming,-1,-1,False
4598,24.0,0.0,58,0.0,0.0,call,372,2022-03-09,outcoming,-1,-1,False
4613,24.0,0.0,82,0.0,0.0,call,373,2022-03-18,outcoming,-1,-1,False
4623,24.0,0.0,66,0.0,0.0,call,374,2022-03-14,outcoming,-1,-1,False
4628,24.0,0.0,2,0.0,0.0,call,375,2022-03-01,outcoming,-1,-1,False
4631,24.0,0.0,2,0.0,0.0,call,376,2022-03-27,outcoming,-1,-1,False
4637,24.0,0.0,57,0.0,0.0,call,377,2022-03-02,outcoming,-1,-1,True
4639,24.0,0.0,27,0.0,0.0,call,378,2022-03-23,outcoming,-1,-1,False
4640,24.0,0.0,75,0.0,0.0,call,379,2022-03-04,outcoming,-1,-1,False
4642,24.0,0.0,84,0.0,0.0,call,380,2022-03-03,outcoming,-1,-1,False
4643,24.0,0.0,21,0.0,0.0,call,381,2022-03-16,outcoming,-1,-1,False
4647,24.0,0.0,83,0.0,0.0,call,382,2022-03-24,outcoming,-1,-1,False
4650,24.0,0.0,58,0.0,0.0,call,383,2022-03-29,outcoming,-1,-1,False
4653,24.0,0.0,46,0.0,0.0,call,384,2022-03-24,outcoming,-1,-1,False
4658,24.0,0.0,76,0.0,0.0,call,385,2022-03-23,outcoming,-1,-1,False
4660,24.0,0.0,38,0.0,0.0,call,386,2022-03-18,outcoming,-1,-1,False
4673,24.0,0.0,74,0.0,0.0,call,387,2022-03-18,outcoming,-1,-1,False
4679,24.0,0.0,77,0.0,0.0,call,388,2022-03-27,outcoming,-1,-1,False
4680,24.0,0.0,98,0.0,0.0,call,389,2022-03-04,outcoming,-1,-1,False
4681,24.0,0.0,10,0.0,0.0,call,390,2022-03-25,outcoming,-1,-1,False
4685,24.0,0.0,4,0.0,0.0,call,391,2022-03-19,outcoming,-1,-1,False
4687,24.0,0.0,89,0.0,0.0,call,392,2022-03-27,outcoming,-1,-1,False
4695,24.0,0.0,26,0.0,0.0,call,393,2022-03-06,outcoming,-1,-1,True
4696,24.0,0.0,50,0.0,0.0,call,394,2022-03-14,outcoming,-1,-1,False
4698,24.0,0.0,54,0.0,0.0,call,395,2022-03-28,outcoming,-1,-1,False
4700,24.0,0.0,49,0.0,0.0,call,396,2022-03-15,outcoming,-1,-1,False
4706,24.0,0.0,46,0.0,0.0,call,397,2022-03-30,outcoming,-1,-1,False
4707,24.0,0.0,84,0.0,0.0,call,398,2022-03-07,outcoming,-1,-1,False
4708,24.0,0.0,87,0.0,0.0,call,399,2022-03-29,outcoming,-1,-1,False
4713,24.0,0.0,8,0.0,0.0,call,400,2022-03-27,outcoming,-1,-1,False
4718,24.0,0.0,14,0.0,0.0,call,401,2022-03-21,outcoming,-1,-1,True
4723,24.0,0.0,53,0.0,0.0,call,402,2022-03-02,outcoming,-1,-1,False
4727,24.0,0.0,19,0.0,0.0,call,403,2022-03-25,outcoming,-1,-1,False
4729,24.0,0.0,60,0.0,0.0,call,404,2022-03-27,outcoming,-1,-1,False
6186,24.0,0.0,31,0.0,0.0,call,405,2022-03-07,outcoming,-1,-1,False
6190,24.0,0.0,53,0.0,0.0,call,406,2022-03-01,outcoming,-1,-1,True
6196,24.0,0.0,63,0.0,0.0,call,407,2022-03-19,outcoming,-1,-1,False
6209,24.0,0.0,64,0.0,0.0,call,408,2022-03-22,outcoming,-1,-1,False
6213,24.0,0.0,23,0.0,0.0,call,409,2022-03-02,outcoming,-1,-1,False
6214,24.0,0.0,43,0.0,0.0,call,410,2022-03-21,outcoming,-1,-1,False
6215,24.0,0.0,60,0.0,0.0,call,411,2022-03-13,outcoming,-1,-1,True
6220,24.0,0.0,20,0.0,0.0,call,412,2022-03-16,outcoming,-1,-1,False
6225,24.0,0.0,50,0.0,0.0,call,413,2022-03-09,outcoming,-1,-1,False
6228,24.0,0.0,66,0.0,0.0,call,414,2022-03-26,outcoming,-1,-1,False
6231,24.0,0.0,80,0.0,0.0,call,415,2022-03-27,outcoming,-1,-1,False
6234,24.0,0.0,2,0.0,0.0,call,416,2022-03-15,outcoming,-1,-1,False
6235,24.0,0.0,2,0.0,0.0,call,417,2022-03-10,outcoming,-1,-1,False
6239,24.0,0.0,9,0.0,0.0,call,418,2022-03-21,outcoming,-1,-1,False
6240,24.0,0.0,39,0.0,0.0,call,419,2022-03-28,outcoming,-1,-1,False
6244,24.0,0.0,27,0.0,0.0,call,420,2022-03-22,outcoming,-1,-1,False
6245,24.0,0.0,87,0.0,0.0,call,421,2022-03-02,outcoming,-1,-1,False
6248,24.0,0.0,71,0.0,0.0,call,422,2022-03-19,outcoming,-1,-1,False
6250,24.0,0.0,75,0.0,0.0,call,423,2022-03-13,outcoming,-1,-1,False
6251,24.0,0.0,12,0.0,0.0,call,424,2022-03-13,outcoming,-1,-1,True
6259,24.0,0.0,82,0.0,0.0,call,425,2022-03-19,outcoming,-1,-1,False
6265,24.0,0.0,30,0.0,0.0,call,426,2022-03-02,outcoming,-1,-1,False
6267,24.0,0.0,70,0.0,0.0,call,427,2022-03-14,outcoming,-1,-1,False
6276,24.0,0.0,56,0.0,0.0,call,428,2022-03-04,outcoming,-1,-1,False
6282,24.0,0.0,51,0.0,0.0,call,429,2022-03-24,outcoming,-1,-1,False
6287,24.0,0.0,84,0.0,0.0,call,430,2022-03-09,outcoming,-1,-1,False
6289,24.0,0.0,70,0.0,0.0,call,431,2022-03-04,outcoming,-1,-1,False
6290,24.0,0.0,84,0.0,0.0,call,432,2022-03-24,outcoming,-1,-1,False
6291,24.0,0.0,76,0.0,0.0,call,433,2022-03-26,outcoming,-1,-1,False
6303,24.0,0.0,88,0.0,0.0,call,434,2022-03-13,outcoming,-1,-1,False
6304,24.0,0.0,85,0.0,0.0,call,435,2022-03-28,outcoming,-1,-1,False
6308,24.0,0.0,28,0.0,0.0,call,436,2022-03-17,outcoming,-1,-1,False
6311,24.0,0.0,38,0.0,0.0,call,437,2022-03-10,outcoming,-1,-1,False
6314,24.0,0.0,74,0.0,0.0,call,438,2022-03-06,outcoming,-1,-1,False
6320,24.0,0.0,20,0.0,0.0,call,439,2022-03-01,outcoming,-1,-1,False
6333,24.0,0.0,5,0.0,0.0,call,440,2022-03-11,outcoming,-1,-1,True
6335,24.0,0.0,90,0.0,0.0,call,441,2022-03-21,outcoming,-1,-1,False
6341,24.0,0.0,60,0.0,0.0,call,442,2022-03-28,outcoming,-1,-1,True
6343,24.0,0.0,61,0.0,0.0,call,443,2022-03-17,outcoming,-1,-1,False
6347,24.0,0.0,19,0.0,0.0,call,444,2022-03-12,outcoming,-1,-1,False
6358,24.0,0.0,25,0.0,0.0,call,445,2022-03-26,outcoming,-1,-1,False
6363,24.0,0.0,60,0.0,0.0,call,446,2022-03-02,outcoming,-1,-1,False
6370,24.0,0.0,55,0.0,0.0,call,447,2022-03-24,outcoming,-1,-1,False
6371,24.0,0.0,80,0.0,0.0,call,448,2022-03-28,outcoming,-1,-1,False
6372,24.0,0.0,43,0.0,0.0,call,449,2022-03-02,outcoming,-1,-1,False
6373,24.0,0.0,77,0.0,0.0,call,450,2022-03-11,outcoming,-1,-1,False
6376,24.0,0.0,34,0.0,0.0,call,451,2022-03-03,outcoming,-1,-1,False
6377,24.0,0.0,41,0.0,0.0,call,452,2022-03-27,outcoming,-1,-1,False
6378,24.0,0.0,13,0.0,0.0,call,453,2022-03-16,outcoming,-1,-1,False
6380,24.0,0.0,21,0.0,0.0,call,454,2022-03-13,outcoming,-1,-1,False
6388,24.0,0.0,33,0.0,0.0,call,455,2022-03-20,outcoming,-1,-1,False
6389,24.0,0.0,43,0.0,0.0,call,456,2022-03-15,outcoming,-1,-1,False
6391,24.0,0.0,86,0.0,0.0,call,457,2022-03-26,outcoming,-1,-1,False
6396,24.0,0.0,67,0.0,0.0,call,458,2022-03-11,outcoming,-1,-1,False
6397,24.0,0.0,61,0.0,0.0,call,459,2022-03-01,outcoming,-1,-1,False
6398,24.0,0.0,79,0.0,0.0,call,460,2022-03-22,outcoming,-1,-1,False
6401,24.0,0.0,36,0.0,0.0,call,461,2022-03-14,outcoming,-1,-1,False
6408,24.0,0.0,85,0.0,0.0,call,462,2022-03-05,outcoming,-1,-1,False
6413,24.0,0.0,33,0.0,0.0,call,463,2022-03-15,outcoming,-1,-1,False
6416,24.0,0.0,76,0.0,0.0,call,464,2022-03-24,outcoming,-1,-1,False
6428,24.0,0.0,61,0.0,0.0,call,465,2022-03-08,outcoming,-1,-1,False
6429,24.0,0.0,58,0.0,0.0,call,466,2022-03-15,outcoming,-1,-1,False
6432,24.0,0.0,92,0.0,0.0,call,467,2022-03-05,outcoming,-1,-1,False
6433,24.0,0.0,96,0.0,0.0,call,468,2022-03-19,outcoming,-1,-1,True
6436,24.0,0.0,25,0.0,0.0,call,469,2022-03-09,outcoming,-1,-1,False
6441,24.0,0.0,4,0.0,0.0,call,470,2022-03-17,outcoming,-1,-1,False
6443,24.0,0.0,17,0.0,0.0,call,471,2022-03-03,outcoming,-1,-1,False
6454,24.0,0.0,75,0.0,0.0,call,472,2022-03-29,outcoming,-1,-1,False
6464,24.0,0.0,12,0.0,0.0,call,473,2022-03-10,outcoming,-1,-1,False
6465,24.0,0.0,25,0.0,0.0,call,474,2022-03-17,outcoming,-1,-1,False
6470,24.0,0.0,23,0.0,0.0,call,475,2022-03-29,outcoming,-1,-1,False
6483,24.0,0.0,10,0.0,0.0,call,476,2022-03-18,outcoming,-1,-1,False
6488,24.0,0.0,57,0.0,0.0,call,477,2022-03-02,outcoming,-1,-1,False
6499,24.0,0.0,40,0.0,0.0,call,478,2022-03-17,outcoming,-1,-1,False
6522,24.0,0.0,2,0.0,0.0,call,479,2022-03-03,outcoming,-1,-1,False
6523,24.0,0.0,98,0.0,0.0,call,480,2022-03-14,outcoming,-1,-1,False
6526,24.0,0.0,58,0.0,0.0,call,481,2022-03-29,outcoming,-1,-1,False
6534,24.0,0.0,9,0.0,0.0,call,482,2022-03-19,outcoming,-1,-1,False
6536,24.0,0.0,97,0.0,0.0,call,483,2022-03-14,outcoming,-1,-1,False
6542,24.0,0.0,78,0.0,0.0,call,484,2022-03-26,outcoming,-1,-1,False
6544,24.0,0.0,63,0.0,0.0,call,485,2022-03-05,outcoming,-1,-1,False
6548,24.0,0.0,81,0.0,0.0,call,486,2022-03-07,outcoming,-1,-1,False
6570,24.0,0.0,12,0.0,0.0,call,487,2022-03-14,outcoming,-1,-1,False
6574,24.0,0.0,64,0.0,0.0,call,488,2022-03-22,outcoming,-1,-1,False
6580,24.0,0.0,57,0.0,0.0,call,489,2022-03-07,outcoming,-1,-1,False
6583,24.0,0.0,37,0.0,0.0,call,490,2022-03-21,outcoming,-1,-1,False
6587,24.0,0.0,41,0.0,0.0,call,491,2022-03-25,outcoming,-1,-1,False
6589,24.0,0.0,3,0.0,0.0,call,492,2022-03-12,outcoming,-1,-1,False
6590,24.0,0.0,99,0.0,0.0,call,493,2022-03-11,outcoming,-1,-1,False
6594,24.0,0.0,91,0.0,0.0,call,494,2022-03-25,outcoming,-1,-1,False
6596,24.0,0.0,2,0.0,0.0,call,495,2022-03-02,outcoming,-1,-1,True
6598,24.0,0.0,76,0.0,0.0,call,496,2022-03-30,outcoming,-1,-1,False
6607,24.0,0.0,2,0.0,0.0,call,497,2022-03-20,outcoming,-1,-1,False
6610,24.0,0.0,99,0.0,0.0,call,498,2022-03-21,outcoming,-1,-1,False
6612,24.0,0.0,28,0.0,0.0,call,499,2022-03-29,outcoming,-1,-1,False
6621,24.0,0.0,45,0.0,0.0,call,500,2022-03-10,outcoming,-1,-1,False
6629,24.0,0.0,21,0.0,0.0,call,501,2022-03-03,outcoming,-1,-1,False
6630,24.0,0.0,3,0.0,0.0,call,502,2022-03-17,outcoming,-1,-1,False
6631,24.0,0.0,24,0.0,0.0,call,503,2022-03-12,outcoming,-1,-1,False
6632,24.0,0.0,7,0.0,0.0,call,504,2022-03-05,outcoming,-1,-1,False
6637,24.0,0.0,31,0.0,0.0,call,505,2022-03-26,outcoming,-1,-1,True
6639,24.0,0.0,4,0.0,0.0,call,506,2022-03-23,outcoming,-1,-1,False
6643,24.0,0.0,6,0.0,0.0,call,507,2022-03-12,outcoming,-1,-1,False
6644,24.0,0.0,15,0.0,0.0,call,508,2022-03-22,outcoming,-1,-1,True
6650,24.0,0.0,11,0.0,0.0,call,509,2022-03-09,outcoming,-1,-1,False
6651,24.0,0.0,68,0.0,0.0,call,510,2022-03-20,outcoming,-1,-1,False
6657,24.0,0.0,45,0.0,0.0,call,511,2022-03-28,outcoming,-1,-1,False
6665,24.0,0.0,14,0.0,0.0,call,512,2022-03-09,outcoming,-1,-1,False
6666,24.0,0.0,36,0.0,0.0,call,513,2022-03-26,outcoming,-1,-1,True
6669,24.0,0.0,49,0.0,0.0,call,514,2022-03-03,outcoming,-1,-1,False
6670,24.0,0.0,3,0.0,0.0,call,515,2022-03-25,outcoming,-1,-1,False
6676,24.0,0.0,40,0.0,0.0,call,516,2022-03-28,outcoming,-1,-1,False
6677,24.0,0.0,21,0.0,0.0,call,517,2022-03-01,outcoming,-1,-1,False
6679,24.0,0.0,31,0.0,0.0,call,518,2022-03-14,outcoming,-1,-1,False
6680,24.0,0.0,64,0.0,0.0,call,519,2022-03-19,outcoming,-1,-1,False
6686,24.0,0.0,74,0.0,0.0,call,520,2022-03-25,outcoming,-1,-1,False
6687,24.0,0.0,88,0.0,0.0,call,521,2022-03-20,outcoming,-1,-1,False
6688,24.0,0.0,81,0.0,0.0,call,522,2022-03-30,outcoming,-1,-1,True
6698,24.0,0.0,7,0.0,0.0,call,523,2022-03-05,outcoming,-1,-1,False
6701,24.0,0.0,24,0.0,0.0,call,524,2022-03-12,outcoming,-1,-1,False
6705,24.0,0.0,57,0.0,0.0,call,525,2022-03-09,outcoming,-1,-1,False
6706,24.0,0.0,21,0.0,0.0,call,526,2022-03-06,outcoming,-1,-1,False
6709,24.0,0.0,91,0.0,0.0,call,527,2022-03-22,outcoming,-1,-1,False
6718,24.0,0.0,99,0.0,0.0,call,528,2022-03-30,outcoming,-1,-1,False
6724,24.0,0.0,55,0.0,0.0,call,529,2022-03-15,outcoming,-1,-1,False
6727,24.0,0.0,69,0.0,0.0,call,530,2022-03-08,outcoming,-1,-1,False
6728,24.0,0.0,98,0.0,0.0,call,531,2022-03-06,outcoming,-1,-1,False
6729,24.0,0.0,58,0.0,0.0,call,532,2022-03-16,outcoming,-1,-1,False
6730,24.0,0.0,58,0.0,0.0,call,533,2022-03-19,outcoming,-1,-1,False
6734,24.0,0.0,31,0.0,0.0,call,534,2022-03-12,outcoming,-1,-1,False
6735,24.0,0.0,91,0.0,0.0,call,535,2022-03-03,outcoming,-1,-1,False
6739,24.0,0.0,47,0.0,0.0,call,536,2022-03-08,outcoming,-1,-1,False
6740,24.0,0.0,80,0.0,0.0,call,537,2022-03-08,outcoming,-1,-1,False
6743,24.0,0.0,56,0.0,0.0,call,538,2022-03-24,outcoming,-1,-1,False
6745,24.0,0.0,32,0.0,0.0,call,539,2022-03-23,outcoming,-1,-1,False
6747,24.0,0.0,91,0.0,0.0,call,540,2022-03-06,outcoming,-1,-1,False
6748,24.0,0.0,93,0.0,0.0,call,541,2022-03-13,outcoming,-1,-1,True
6749,24.0,0.0,26,0.0,0.0,call,542,2022-03-09,outcoming,-1,-1,False
6753,24.0,0.0,2,0.0,0.0,call,543,2022-03-30,outcoming,-1,-1,False
6755,24.0,0.0,83,0.0,0.0,call,544,2022-03-08,outcoming,-1,-1,False
6756,24.0,0.0,46,0.0,0.0,call,545,2022-03-24,outcoming,-1,-1,False
6758,24.0,0.0,48,0.0,0.0,call,546,2022-03-09,outcoming,-1,-1,False
6772,24.0,0.0,9,0.0,0.0,call,547,2022-03-24,outcoming,-1,-1,False
6775,24.0,0.0,82,0.0,0.0,call,548,2022-03-25,outcoming,-1,-1,False
6777,24.0,0.0,54,0.0,0.0,call,549,2022-03-13,outcoming,-1,-1,True
6779,24.0,0.0,67,0.0,0.0,call,550,2022-03-06,outcoming,-1,-1,False
6782,24.0,0.0,60,0.0,0.0,call,551,2022-03-10,outcoming,-1,-1,False
6783,24.0,0.0,69,0.0,0.0,call,552,2022-03-11,outcoming,-1,-1,False
6785,24.0,0.0,50,0.0,0.0,call,553,2022-03-02,outcoming,-1,-1,False
6786,24.0,0.0,54,0.0,0.0,call,554,2022-03-12,outcoming,-1,-1,False
6787,24.0,0.0,84,0.0,0.0,call,555,2022-03-07,outcoming,-1,-1,False
6790,24.0,0.0,13,0.0,0.0,call,556,2022-03-03,outcoming,-1,-1,False
6793,24.0,0.0,98,0.0,0.0,call,557,2022-03-07,outcoming,-1,-1,False
6803,24.0,0.0,48,0.0,0.0,call,558,2022-03-07,outcoming,-1,-1,False
6807,24.0,0.0,71,0.0,0.0,call,559,2022-03-14,outcoming,-1,-1,False
6808,24.0,0.0,31,0.0,0.0,call,560,2022-03-30,outcoming,-1,-1,False
6809,24.0,0.0,30,0.0,0.0,call,561,2022-03-16,outcoming,-1,-1,False
6815,24.0,0.0,10,0.0,0.0,call,562,2022-03-08,outcoming,-1,-1,False
6817,24.0,0.0,67,0.0,0.0,call,563,2022-03-27,outcoming,-1,-1,False
6820,24.0,0.0,50,0.0,0.0,call,564,2022-03-03,outcoming,-1,-1,True
6823,24.0,0.0,93,0.0,0.0,call,565,2022-03-04,outcoming,-1,-1,False
6826,24.0,0.0,97,0.0,0.0,call,566,2022-03-30,outcoming,-1,-1,False
6831,24.0,0.0,33,0.0,0.0,call,567,2022-03-20,outcoming,-1,-1,False
6832,24.0,0.0,52,0.0,0.0,call,568,2022-03-21,outcoming,-1,-1,False
6833,24.0,0.0,35,0.0,0.0,call,569,2022-03-07,outcoming,-1,-1,False
6838,24.0,0.0,83,0.0,0.0,call,570,2022-03-20,outcoming,-1,-1,False
6842,24.0,0.0,65,0.0,0.0,call,571,2022-03-26,outcoming,-1,-1,False
6843,24.0,0.0,91,0.0,0.0,call,572,2022-03-03,outcoming,-1,-1,False
6846,24.0,0.0,89,0.0,0.0,call,573,2022-03-25,outcoming,-1,-1,False
6851,24.0,0.0,99,0.0,0.0,call,574,2022-03-20,outcoming,-1,-1,False
6855,24.0,0.0,88,0.0,0.0,call,575,2022-03-22,outcoming,-1,-1,False
6861,24.0,0.0,48,0.0,0.0,call,576,2022-03-28,outcoming,-1,-1,False
6865,24.0,0.0,2,0.0,0.0,call,577,2022-03-27,outcoming,-1,-1,False
6866,24.0,0.0,95,0.0,0.0,call,578,2022-03-16,outcoming,-1,-1,False
6867,24.0,0.0,24,0.0,0.0,call,579,2022-03-03,outcoming,-1,-1,False
6871,24.0,0.0,3,0.0,0.0,call,580,2022-03-25,outcoming,-1,-1,False
6875,24.0,0.0,20,0.0,0.0,call,581,2022-03-05,outcoming,-1,-1,False
6878,24.0,0.0,83,0.0,0.0,call,582,2022-03-14,outcoming,-1,-1,False
6879,24.0,0.0,81,0.0,0.0,call,583,2022-03-25,outcoming,-1,-1,False
6881,24.0,0.0,10,0.0,0.0,call,584,2022-03-03,outcoming,-1,-1,False
6884,24.0,0.0,56,0.0,0.0,call,585,2022-03-18,outcoming,-1,-1,False
6889,24.0,0.0,99,0.0,0.0,call,586,2022-03-11,outcoming,-1,-1,False
6890,24.0,0.0,16,0.0,0.0,call,587,2022-03-03,outcoming,-1,-1,False
6894,24.0,0.0,13,0.0,0.0,call,588,2022-03-06,outcoming,-1,-1,False
6899,24.0,0.0,13,0.0,0.0,call,589,2022-03-12,outcoming,-1,-1,False
6902,24.0,0.0,10,0.0,0.0,call,590,2022-03-24,outcoming,-1,-1,False
6904,24.0,0.0,69,0.0,0.0,call,591,2022-03-15,outcoming,-1,-1,False
6906,24.0,0.0,11,0.0,0.0,call,592,2022-03-24,outcoming,-1,-1,False
6909,24.0,0.0,69,0.0,0.0,call,593,2022-03-13,outcoming,-1,-1,False
6918,24.0,0.0,79,0.0,0.0,call,594,2022-03-30,outcoming,-1,-1,False
6920,24.0,0.0,75,0.0,0.0,call,595,2022-03-20,outcoming,-1,-1,False
6922,24.0,0.0,43,0.0,0.0,call,596,2022-03-01,outcoming,-1,-1,True
6923,24.0,0.0,1,0.0,0.0,call,597,2022-03-29,outcoming,-1,-1,False
6930,24.0,0.0,36,0.0,0.0,call,598,2022-03-19,outcoming,-1,-1,False
6933,24.0,0.0,32,0.0,0.0,call,599,2022-03-09,outcoming,-1,-1,False
6938,24.0,0.0,58,0.0,0.0,call,600,2022-03-26,outcoming,-1,-1,False
6943,24.0,0.0,11,0.0,0.0,call,601,2022-03-07,outcoming,-1,-1,False
6948,24.0,0.0,99,0.0,0.0,call,602,2022-03-29,outcoming,-1,-1,False
6950,24.0,0.0,82,0.0,0.0,call,603,2022-03-05,outcoming,-1,-1,False
6952,24.0,0.0,71,0.0,0.0,call,604,2022-03-16,outcoming,-1,-1,False
6955,24.0,0.0,11,0.0,0.0,call,605,2022-03-15,outcoming,-1,-1,False
6965,24.0,0.0,88,0.0,0.0,call,606,2022-03-18,outcoming,-1,-1,False
6966,24.0,0.0,70,0.0,0.0,call,607,2022-03-08,outcoming,-1,-1,False
6972,24.0,0.0,70,0.0,0.0,call,608,2022-03-04,outcoming,-1,-1,True
6975,24.0,0.0,92,0.0,0.0,call,609,2022-03-24,outcoming,-1,-1,False
6988,24.0,0.0,95,0.0,0.0,call,610,2022-03-15,outcoming,-1,-1,False
6990,24.0,0.0,9,0.0,0.0,call,611,2022-03-20,outcoming,-1,-1,False
6998,24.0,0.0,82,0.0,0.0,call,612,2022-03-19,outcoming,-1,-1,False
7017,24.0,0.0,66,0.0,0.0,call,613,2022-03-14,outcoming,-1,-1,False
7020,24.0,0.0,12,0.0,0.0,call,614,2022-03-07,outcoming,-1,-1,False
7028,24.0,0.0,34,0.0,0.0,call,615,2022-03-02,outcoming,-1,-1,True
7031,24.0,0.0,6,0.0,0.0,call,616,2022-03-30,outcoming,-1,-1,False
7042,24.0,0.0,25,0.0,0.0,call,617,2022-03-14,outcoming,-1,-1,False
7052,24.0,0.0,89,0.0,0.0,call,618,2022-03-15,outcoming,-1,-1,False
7058,24.0,0.0,36,0.0,0.0,call,619,2022-03-05,outcoming,-1,-1,False
7065,24.0,0.0,3,0.0,0.0,call,620,2022-03-09,outcoming,-1,-1,False
7073,24.0,0.0,78,0.0,0.0,call,621,2022-03-24,outcoming,-1,-1,False
